"행정구역(시군구)별","성별","연령별",2024
"전라남도","계","33세",16420.5
"전라남도","계","34세",15670.5
"전라남도","계","35세",15574
"전라남도","계","36세",15799.5
"전라남도","계","37세",16425.5
"전라남도","계","38세",17373.5
"전라남도","계","39세",18406.5
"전라남도","계","40세",20058
"전라남도","계","41세",22674
"전라남도","계","42세",23874.5
"전라남도","계","43세",24030.5
"전라남도","계","44세",24465
"전라남도","계","45세",23367.5
"전라남도","계","46세",23191.5
"전라남도","계","47세",24002.5
"전라남도","계","48세",24152.5
"전라남도","계","49세",26006.5
"전라남도","계","50세",28153
"전라남도","계","51세",29093
"전라남도","계","52세",30389.5
"전라남도","계","53세",31272.5
"전라남도","계","54세",30933
"전라남도","계","55세",31939
"전라남도","계","56세",32076
"전라남도","계","57세",31330
"전라남도","계","58세",31636
"전라남도","계","59세",31215
"전라남도","계","60세",30872.5
"전라남도","계","61세",31676
"전라남도","계","62세",32991
"전라남도","계","63세",35319.5
"전라남도","계","64세",35167.5
"전라남도","계","65세",31875
"전라남도","계","66세",30011
"전라남도","계","67세",27742.5
"전라남도","계","68세",26599.5
"전라남도","계","69세",25617
"전라남도","계","70세",21564.5
"전라남도","계","71세",21215
"전라남도","계","72세",21519
"전라남도","계","73세",20139
"전라남도","계","74세",20218.5
"전라남도","계","75세",19695.5
"전라남도","계","76세",19938.5
"전라남도","계","77세",18277
"전라남도","계","78세",15303
"전라남도","계","79세",14575
"전라남도","계","80세 이상",143841.5
"전라남도","계","80세",14398.5
"전라남도","계","81세",17127
"전라남도","계","82세",17781
"전라남도","계","83세",14732.5
"전라남도","계","84세",13358.5
"전라남도","계","85세 이상",66444
"전라남도","계","85세",12151.5
"전라남도","계","86세",10616
"전라남도","계","87세",9015
"전라남도","계","88세",7710.5
"전라남도","계","89세",6494.5
"전라남도","계","90세",5014
"전라남도","계","91세",3962.5
"전라남도","계","92세",3148
"전라남도","계","93세",2474
"전라남도","계","94세",1914
"전라남도","계","95세",1284.5
"전라남도","계","96세",890
"전라남도","계","97세",581.5
"전라남도","계","98세",380
"전라남도","계","99세",250
"전라남도","계","100세 이상",558
"전라남도","남자","계",903382
"전라남도","남자","0세",3972.5
"전라남도","남자","1세",3988.5
"전라남도","남자","2세",4218
"전라남도","남자","3세",4523
"전라남도","남자","4세",4916
"전라남도","남자","5세",5308
"전라남도","남자","6세",5653.5
"전라남도","남자","7세",6391
"전라남도","남자","8세",7069.5
"전라남도","남자","9세",7324.5
"전라남도","남자","10세",7407
"전라남도","남자","11세",8014
"전라남도","남자","12세",8404
"전라남도","남자","13세",8398.5
"전라남도","남자","14세",8157
"전라남도","남자","15세",7983.5
"전라남도","남자","16세",8495
"전라남도","남자","17세",8360.5
"전라남도","남자","18세",7816
"전라남도","남자","19세",7945
"전라남도","남자","20세",8574.5
"전라남도","남자","21세",8842.5
"전라남도","남자","22세",9137
"전라남도","남자","23세",10047.5
"전라남도","남자","24세",10203
"전라남도","남자","25세",9817
"전라남도","남자","26세",9891
"전라남도","남자","27세",10019
"전라남도","남자","28세",10302
"전라남도","남자","29세",10190
"전라남도","남자","30세",9859
"전라남도","남자","31세",9609.5
"전라남도","남자","32세",9307
"전라남도","남자","33세",8738
"전라남도","남자","34세",8240.5
"전라남도","남자","35세",8104.5
"전라남도","남자","36세",8185
"전라남도","남자","37세",8490.5
"전라남도","남자","38세",9030.5
"전라남도","남자","39세",9603.5
"전라남도","남자","40세",10472
"전라남도","남자","41세",11942.5
"전라남도","남자","42세",12696
"전라남도","남자","43세",12731.5
"전라남도","남자","44세",12800.5
"전라남도","남자","45세",12334
"전라남도","남자","46세",12262
"전라남도","남자","47세",12761.5
"전라남도","남자","48세",12959
"전라남도","남자","49세",13925.5
"전라남도","남자","50세",15104
"전라남도","남자","51세",15572.5
"전라남도","남자","52세",16501
"전라남도","남자","53세",16912
"전라남도","남자","54세",16567
"전라남도","남자","55세",17188.5
"전라남도","남자","56세",17210.5
"전라남도","남자","57세",17074
"전라남도","남자","58세",17208.5
"전라남도","남자","59세",16574
"전라남도","남자","60세",16398.5
"전라남도","남자","61세",16862.5
"전라남도","남자","62세",17184
"전라남도","남자","63세",18055
"전라남도","남자","64세",17932.5
"전라남도","남자","65세",16305.5
"전라남도","남자","66세",15371.5
"전라남도","남자","67세",14131
"전라남도","남자","68세",13385
"전라남도","남자","69세",12736
"전라남도","남자","70세",10560
"전라남도","남자","71세",10238.5
"전라남도","남자","72세",10357.5
"전라남도","남자","73세",9614
"전라남도","남자","74세",9551
"전라남도","남자","75세",9232
"전라남도","남자","76세",9061
"전라남도","남자","77세",8100
"전라남도","남자","78세",6463.5
"전라남도","남자","79세",5868
"전라남도","남자","80세 이상",44642
"전라남도","남자","80세",5580.5
"전라남도","남자","81세",6328.5
"전라남도","남자","82세",6386.5
"전라남도","남자","83세",5040
"전라남도","남자","84세",4351
"전라남도","남자","85세 이상",16955.5
"전라남도","남자","85세",3766.5
"전라남도","남자","86세",3072
"전라남도","남자","87세",2469.5
"전라남도","남자","88세",2011
"전라남도","남자","89세",1587
"전라남도","남자","90세",1138
"전라남도","남자","91세",859
"전라남도","남자","92세",648
"전라남도","남자","93세",431
"전라남도","남자","94세",340.5
"전라남도","남자","95세",242
"전라남도","남자","96세",149
"전라남도","남자","97세",88
"전라남도","남자","98세",48
"전라남도","남자","99세",37.5
"전라남도","남자","100세 이상",68.5
"전라남도","여자","계",888943
"전라남도","여자","0세",3900
"전라남도","여자","1세",3871
"전라남도","여자","2세",4085.5
"전라남도","여자","3세",4359
"전라남도","여자","4세",4764.5
"전라남도","여자","5세",5144
"전라남도","여자","6세",5329
"전라남도","여자","7세",5987
"전라남도","여자","8세",6717
"전라남도","여자","9세",6980.5
"전라남도","여자","10세",7126.5
"전라남도","여자","11세",7736.5
"전라남도","여자","12세",8172.5
"전라남도","여자","13세",7959
"전라남도","여자","14세",7598.5
"전라남도","여자","15세",7588
"전라남도","여자","16세",8016.5
"전라남도","여자","17세",7910
"전라남도","여자","18세",7434
"전라남도","여자","19세",7067.5
"전라남도","여자","20세",7070
"전라남도","여자","21세",7018
"전라남도","여자","22세",7206.5
"전라남도","여자","23세",7754.5
"전라남도","여자","24세",7708.5
"전라남도","여자","25세",7615
"전라남도","여자","26세",7827.5
"전라남도","여자","27세",7954.5
"전라남도","여자","28세",8094
"전라남도","여자","29세",8096
"전라남도","여자","30세",8003.5
"전라남도","여자","31세",8200.5
"전라남도","여자","32세",8198.5
"전라남도","여자","33세",7682.5
"전라남도","여자","34세",7430
"전라남도","여자","35세",7469.5
"전라남도","여자","36세",7614.5
"전라남도","여자","37세",7935
"전라남도","여자","38세",8343
"전라남도","여자","39세",8803
"전라남도","여자","40세",9586
"전라남도","여자","41세",10731.5
"전라남도","여자","42세",11178.5
"전라남도","여자","43세",11299
"전라남도","여자","44세",11664.5
"전라남도","여자","45세",11033.5
"전라남도","여자","46세",10929.5
"전라남도","여자","47세",11241
"전라남도","여자","48세",11193.5
"전라남도","여자","49세",12081
"전라남도","여자","50세",13049
"전라남도","여자","51세",13520.5
"전라남도","여자","52세",13888.5
"전라남도","여자","53세",14360.5
"전라남도","여자","54세",14366
"전라남도","여자","55세",14750.5
"전라남도","여자","56세",14865.5
"전라남도","여자","57세",14256
"전라남도","여자","58세",14427.5
"전라남도","여자","59세",14641
"전라남도","여자","60세",14474
"전라남도","여자","61세",14813.5
"전라남도","여자","62세",15807
"전라남도","여자","63세",17264.5
"전라남도","여자","64세",17235
"전라남도","여자","65세",15569.5
"전라남도","여자","66세",14639.5
"전라남도","여자","67세",13611.5
"전라남도","여자","68세",13214.5
"전라남도","여자","69세",12881
"전라남도","여자","70세",11004.5
"전라남도","여자","71세",10976.5
"전라남도","여자","72세",11161.5
"전라남도","여자","73세",10525
"전라남도","여자","74세",10667.5
"전라남도","여자","75세",10463.5
"전라남도","여자","76세",10877.5
"전라남도","여자","77세",10177
"전라남도","여자","78세",8839.5
"전라남도","여자","79세",8707
"전라남도","여자","80세 이상",99199.5
"전라남도","여자","80세",8818
"전라남도","여자","81세",10798.5
"전라남도","여자","82세",11394.5
"전라남도","여자","83세",9692.5
"전라남도","여자","84세",9007.5
"전라남도","여자","85세 이상",49488.5
"전라남도","여자","85세",8385
"전라남도","여자","86세",7544
"전라남도","여자","87세",6545.5
"전라남도","여자","88세",5699.5
"전라남도","여자","89세",4907.5
"전라남도","여자","90세",3876
"전라남도","여자","91세",3103.5
"전라남도","여자","92세",2500
"전라남도","여자","93세",2043
"전라남도","여자","94세",1573.5
"전라남도","여자","95세",1042.5
"전라남도","여자","96세",741
"전라남도","여자","97세",493.5
"전라남도","여자","98세",332
"전라남도","여자","99세",212.5
"전라남도","여자","100세 이상",489.5
"경상북도","계","계",2535499
"경상북도","계","0세",10024.5
"경상북도","계","1세",10638.5
"경상북도","계","2세",11404.5
"경상북도","계","3세",12084
"경상북도","계","4세",13190.5
"경상북도","계","5세",14580.5
"경상북도","계","6세",15851.5
"경상북도","계","7세",17823
"경상북도","계","8세",19906
"경상북도","계","9세",20534.5
"경상북도","계","10세",20631.5
"경상북도","계","11세",21890
"경상북도","계","12세",22519.5
"경상북도","계","13세",22005
"경상북도","계","14세",21332
"경상북도","계","15세",21374
"경상북도","계","16세",22841.5
"경상북도","계","17세",22202.5
"경상북도","계","18세",20933
"경상북도","계","19세",20681.5
"경상북도","계","20세",21399
"경상북도","계","21세",21781.5
"경상북도","계","22세",22865.5
"경상북도","계","23세",24918
"경상북도","계","24세",25184.5
"경상북도","계","25세",24019
"경상북도","계","26세",24427
"경상북도","계","27세",25046.5
"경상북도","계","28세",25755.5
"경상북도","계","29세",26153.5
"경상북도","계","30세",25912.5
"경상북도","계","31세",26354
"경상북도","계","32세",26273
"경상북도","계","33세",25138.5
"경상북도","계","34세",24373
"경상북도","계","35세",24374.5
"경상북도","계","36세",24804
"경상북도","계","37세",25549
"경상북도","계","38세",26395
"경상북도","계","39세",27255
"경상북도","계","40세",29693
"경상북도","계","41세",33785.5
"경상북도","계","42세",36203
"경상북도","계","43세",36665
"경상북도","계","44세",36245
"경상북도","계","45세",33998.5
"경상북도","계","46세",33433
"경상북도","계","47세",34703.5
"경상북도","계","48세",35698
"경상북도","계","49세",38474
"경상북도","계","50세",40914.5
"경상북도","계","51세",42044.5
"경상북도","계","52세",43202
"경상북도","계","53세",44269.5
"경상북도","계","54세",44944.5
"경상북도","계","55세",46691.5
"경상북도","계","56세",46126.5
"경상북도","계","57세",43882.5
"경상북도","계","58세",44258
"경상북도","계","59세",44639
"경상북도","계","60세",43607
"경상북도","계","61세",45945
"경상북도","계","62세",50278.5
"경상북도","계","63세",51154
"경상북도","계","64세",50405.5
"경상북도","계","65세",46392
"경상북도","계","66세",43308.5
"경상북도","계","67세",42368
"경상북도","계","68세",40713
"경상북도","계","69세",37965.5
"경상북도","계","70세",34143
"경상북도","계","71세",33892
"경상북도","계","72세",30824.5
"경상북도","계","73세",26452.5
"경상북도","계","74세",26598
"경상북도","계","75세",26904.5
"경상북도","계","76세",25629
"경상북도","계","77세",20750.5
"경상북도","계","78세",16312
"경상북도","계","79세",17093
"경상북도","계","80세 이상",174465.5
"경상북도","계","80세",19296.5
"경상북도","계","81세",21700.5
"경상북도","계","82세",20411.5
"경상북도","계","83세",16724.5
"경상북도","계","84세",16045
"경상북도","계","85세 이상",80287.5
"경상북도","계","85세",14722
"경상북도","계","86세",12424.5
"경상북도","계","87세",10966
"경상북도","계","88세",9718
"경상북도","계","89세",8173.5
"경상북도","계","90세",6271.5
"경상북도","계","91세",4944
"경상북도","계","92세",3766.5
"경상북도","계","93세",2711
"경상북도","계","94세",2026.5
"경상북도","계","95세",1512
"경상북도","계","96세",1112
"경상북도","계","97세",688
"경상북도","계","98세",439
"경상북도","계","99세",271.5
"경상북도","계","100세 이상",541.5
"경상북도","남자","계",1280919.5
"경상북도","남자","0세",5193.5
"경상북도","남자","1세",5481.5
"경상북도","남자","2세",5832
"경상북도","남자","3세",6192
"경상북도","남자","4세",6773.5
"경상북도","남자","5세",7515.5
"경상북도","남자","6세",8175
"경상북도","남자","7세",9122
"경상북도","남자","8세",10210.5
"경상북도","남자","9세",10575.5
"경상북도","남자","10세",10695
"경상북도","남자","11세",11371.5
"경상북도","남자","12세",11694
"경상북도","남자","13세",11387
"경상북도","남자","14세",11088
"경상북도","남자","15세",11175
"경상북도","남자","16세",11991
"경상북도","남자","17세",11678.5
"경상북도","남자","18세",11059
"경상북도","남자","19세",11033
"경상북도","남자","20세",11778.5
"경상북도","남자","21세",12201.5
"경상북도","남자","22세",12862.5
"경상북도","남자","23세",14445.5
"경상북도","남자","24세",14880.5
"경상북도","남자","25세",13965.5
"경상북도","남자","26세",14005
"경상북도","남자","27세",14352
"경상북도","남자","28세",14869
"경상북도","남자","29세",15062
"경상북도","남자","30세",14762
"경상북도","남자","31세",14751
"경상북도","남자","32세",14453
"경상북도","남자","33세",13815
"경상북도","남자","34세",13415.5
"경상북도","남자","35세",13356
"경상북도","남자","36세",13321.5
"경상북도","남자","37세",13515.5
"경상북도","남자","38세",14031
"경상북도","남자","39세",14330
"경상북도","남자","40세",15428.5
"경상북도","남자","41세",17495
"경상북도","남자","42세",18763.5
"경상북도","남자","43세",19143.5
"경상북도","남자","44세",18923.5
"경상북도","남자","45세",17889
"경상북도","남자","46세",17470.5
"경상북도","남자","47세",17960.5
"경상북도","남자","48세",18493.5
"경상북도","남자","49세",19898
"경상북도","남자","50세",21095
"경상북도","남자","51세",21812.5
"경상북도","남자","52세",22724
"경상북도","남자","53세",23125.5
"경상북도","남자","54세",23348.5
"경상북도","남자","55세",24116.5
"경상북도","남자","56세",23451.5
"경상북도","남자","57세",22791
"경상북도","남자","58세",23023.5
"경상북도","남자","59세",22799
"경상북도","남자","60세",22514.5
"경상북도","남자","61세",23742
"경상북도","남자","62세",25841
"경상북도","남자","63세",25885.5
"경상북도","남자","64세",25088.5
"경상북도","남자","65세",23198
"경상북도","남자","66세",22005
"경상북도","남자","67세",21392
"경상북도","남자","68세",19967.5
"경상북도","남자","69세",18558.5
"경상북도","남자","70세",16640.5
"경상북도","남자","71세",16117.5
"경상북도","남자","72세",14548
"경상북도","남자","73세",12499
"경상북도","남자","74세",12597
"경상북도","남자","75세",12692.5
"경상북도","남자","76세",11885
"경상북도","남자","77세",9452.5
"경상북도","남자","78세",7150.5
"경상북도","남자","79세",6955
"경상북도","남자","80세 이상",56021.5
"경상북도","남자","80세",7465
"경상북도","남자","81세",8187.5
"경상북도","남자","82세",7494.5
"경상북도","남자","83세",5878.5
"경상북도","남자","84세",5379.5
"경상북도","남자","85세 이상",21616.5
"경상북도","남자","85세",4723
"경상북도","남자","86세",3807.5
"경상북도","남자","87세",3176.5
"경상북도","남자","88세",2679
"경상북도","남자","89세",2138
"경상북도","남자","90세",1529.5
"경상북도","남자","91세",1139.5
"경상북도","남자","92세",816
"경상북도","남자","93세",540
"경상북도","남자","94세",365
"경상북도","남자","95세",263.5
"경상북도","남자","96세",184
"경상북도","남자","97세",102.5
"경상북도","남자","98세",59
"경상북도","남자","99세",40.5
"경상북도","남자","100세 이상",53
"경상북도","여자","계",1254579.5
"경상북도","여자","0세",4831
"경상북도","여자","1세",5157
"경상북도","여자","2세",5572.5
"경상북도","여자","3세",5892
"경상북도","여자","4세",6417
"경상북도","여자","5세",7065
"경상북도","여자","6세",7676.5
"경상북도","여자","7세",8701
"경상북도","여자","8세",9695.5
"경상북도","여자","9세",9959
"경상북도","여자","10세",9936.5
"경상북도","여자","11세",10518.5
"경상북도","여자","12세",10825.5
"경상북도","여자","13세",10618
"경상북도","여자","14세",10244
"경상북도","여자","15세",10199
"경상북도","여자","16세",10850.5
"경상북도","여자","17세",10524
"경상북도","여자","18세",9874
"경상북도","여자","19세",9648.5
"경상북도","여자","20세",9620.5
"경상북도","여자","21세",9580
"경상북도","여자","22세",10003
"경상북도","여자","23세",10472.5
"경상북도","여자","24세",10304
"경상북도","여자","25세",10053.5
"경상북도","여자","26세",10422
"경상북도","여자","27세",10694.5
"경상북도","여자","28세",10886.5
"경상북도","여자","29세",11091.5
"경상북도","여자","30세",11150.5
"경상북도","여자","31세",11603
"경상북도","여자","32세",11820
"경상북도","여자","33세",11323.5
"경상북도","여자","34세",10957.5
"경상북도","여자","35세",11018.5
"경상북도","여자","36세",11482.5
"경상북도","여자","37세",12033.5
"경상북도","여자","38세",12364
"경상북도","여자","39세",12925
"경상북도","여자","40세",14264.5
"경상북도","여자","41세",16290.5
"경상북도","여자","42세",17439.5
"경상북도","여자","43세",17521.5
"경상북도","여자","44세",17321.5
"경상북도","여자","45세",16109.5
"경상북도","여자","46세",15962.5
"경상북도","여자","47세",16743
"경상북도","여자","48세",17204.5
"경상북도","여자","49세",18576
"경상북도","여자","50세",19819.5
"경상북도","여자","51세",20232
"경상북도","여자","52세",20478
"경상북도","여자","53세",21144
"경상북도","여자","54세",21596
"경상북도","여자","55세",22575
"경상북도","여자","56세",22675
"경상북도","여자","57세",21091.5
"경상북도","여자","58세",21234.5
"경상북도","여자","59세",21840
"경상북도","여자","60세",21092.5
"경상북도","여자","61세",22203
"경상북도","여자","62세",24437.5
"경상북도","여자","63세",25268.5
"경상북도","여자","64세",25317
"경상북도","여자","65세",23194
"경상북도","여자","66세",21303.5
"경상북도","여자","67세",20976
"경상북도","여자","68세",20745.5
"경상북도","여자","69세",19407
"경상북도","여자","70세",17502.5
"경상북도","여자","71세",17774.5
"경상북도","여자","72세",16276.5
"경상북도","여자","73세",13953.5
"경상북도","여자","74세",14001
"경상북도","여자","75세",14212
"경상북도","여자","76세",13744
"경상북도","여자","77세",11298
"경상북도","여자","78세",9161.5
"경상북도","여자","79세",10138
"경상북도","여자","80세 이상",118444
"경상북도","여자","80세",11831.5
"경상북도","여자","81세",13513
"경상북도","여자","82세",12917
"경상북도","여자","83세",10846
"경상북도","여자","84세",10665.5
"경상북도","여자","85세 이상",58671
"경상북도","여자","85세",9999
"경상북도","여자","86세",8617
"경상북도","여자","87세",7789.5
"경상북도","여자","88세",7039
"경상북도","여자","89세",6035.5
"경상북도","여자","90세",4742
"경상북도","여자","91세",3804.5
"경상북도","여자","92세",2950.5
"경상북도","여자","93세",2171
"경상북도","여자","94세",1661.5
"경상북도","여자","95세",1248.5
"경상북도","여자","96세",928
"경상북도","여자","97세",585.5
"경상북도","여자","98세",380
"경상북도","여자","99세",231
"경상북도","여자","100세 이상",488.5
"경상남도","계","계",3229883
"경상남도","계","0세",12872.5
"경상남도","계","1세",13764
"경상남도","계","2세",14864.5
"경상남도","계","3세",16202
"경상남도","계","4세",18096.5
"경상남도","계","5세",20324.5
"경상남도","계","6세",22621.5
"경상남도","계","7세",25685.5
"경상남도","계","8세",28809.5
"경상남도","계","9세",30198.5
"경상남도","계","10세",30225
"경상남도","계","11세",31948
"경상남도","계","12세",33356
"경상남도","계","13세",32883
"경상남도","계","14세",31704
"경상남도","계","15세",31527
"경상남도","계","16세",33243.5
"경상남도","계","17세",32128.5
"경상남도","계","18세",29494.5
"경상남도","계","19세",28337.5
"경상남도","계","20세",28860
"경상남도","계","21세",28688.5
"경상남도","계","22세",29168.5
"경상남도","계","23세",31525
"경상남도","계","24세",32038.5
"경상남도","계","25세",31197.5
"경상남도","계","26세",31737
"경상남도","계","27세",32768
"경상남도","계","28세",33546.5
"경상남도","계","29세",34121
"경상남도","계","30세",34546
"경상남도","계","31세",35001
"경상남도","계","32세",35241
"경상남도","계","33세",33799
"경상남도","계","34세",32855.5
"경상남도","계","35세",33096
"경상남도","계","36세",33388
"경상남도","계","37세",34314
"경상남도","계","38세",36188.5
"경상남도","계","39세",38342
"경상남도","계","40세",42205.5
"경상남도","계","41세",47835
"경상남도","계","42세",51447.5
"경상남도","계","43세",52934
"경상남도","계","44세",52893.5
"경상남도","계","45세",49441
"경상남도","계","46세",47818
"경상남도","계","47세",48406
"경상남도","계","48세",49242.5
"경상남도","계","49세",52721.5
"경상남도","계","50세",56480
"경상남도","계","51세",57507.5
"경상남도","계","52세",58649
"경상남도","계","53세",60326.5
"경상남도","계","54세",60867
"경상남도","계","55세",61293
"경상남도","계","56세",59536
"경상남도","계","57세",56300.5
"경상남도","계","58세",55466.5
"경상남도","계","59세",54580
"경상남도","계","60세",51696
"경상남도","계","61세",55218
"경상남도","계","62세",61080.5
"경상남도","계","63세",62598.5
"경상남도","계","64세",59107.5
"경상남도","계","65세",53439
"경상남도","계","66세",51182
"경상남도","계","67세",48525.5
"경상남도","계","68세",46721.5
"경상남도","계","69세",43598.5
"경상남도","계","70세",36665
"경상남도","계","71세",35399.5
"경상남도","계","72세",33078
"경상남도","계","73세",28418
"경상남도","계","74세",28107.5
"경상남도","계","75세",28072
"경상남도","계","76세",26793.5
"경상남도","계","77세",23046
"경상남도","계","78세",18561.5
"경상남도","계","79세",18191.5
"경상남도","계","80세 이상",165725.5
"경상남도","계","80세",19145
"경상남도","계","81세",20040.5
"경상남도","계","82세",19558.5
"경상남도","계","83세",16940.5
"경상남도","계","84세",15262.5
"경상남도","계","85세 이상",74778.5
"경상남도","계","85세",13555
"경상남도","계","86세",11701.5
"경상남도","계","87세",10332
"경상남도","계","88세",8935
"경상남도","계","89세",7499.5
"경상남도","계","90세",5880.5
"경상남도","계","91세",4589
"경상남도","계","92세",3567.5
"경상남도","계","93세",2622
"경상남도","계","94세",1982
"경상남도","계","95세",1420.5
"경상남도","계","96세",962
"경상남도","계","97세",635.5
"경상남도","계","98세",408.5
"경상남도","계","99세",252
"경상남도","계","100세 이상",436
"경상남도","남자","계",1626093.5
"경상남도","남자","0세",6644.5
"경상남도","남자","1세",7021.5
"경상남도","남자","2세",7597.5
"경상남도","남자","3세",8386
"경상남도","남자","4세",9291.5
"경상남도","남자","5세",10434.5
"경상남도","남자","6세",11693.5
"경상남도","남자","7세",13267
"경상남도","남자","8세",14796.5
"경상남도","남자","9세",15574.5
"경상남도","남자","10세",15595
"경상남도","남자","11세",16442
"경상남도","남자","12세",17130
"경상남도","남자","13세",16972.5
"경상남도","남자","14세",16437
"경상남도","남자","15세",16273.5
"경상남도","남자","16세",17164.5
"경상남도","남자","17세",16659.5
"경상남도","남자","18세",15367
"경상남도","남자","19세",15177.5
"경상남도","남자","20세",16164
"경상남도","남자","21세",16334.5
"경상남도","남자","22세",16500.5
"경상남도","남자","23세",17931
"경상남도","남자","24세",18144
"경상남도","남자","25세",17630
"경상남도","남자","26세",17845
"경상남도","남자","27세",18367.5
"경상남도","남자","28세",18776.5
"경상남도","남자","29세",18892.5
"경상남도","남자","30세",18964
"경상남도","남자","31세",19024.5
"경상남도","남자","32세",18933
"경상남도","남자","33세",18191.5
"경상남도","남자","34세",17632
"경상남도","남자","35세",17506
"경상남도","남자","36세",17343
"경상남도","남자","37세",17791.5
"경상남도","남자","38세",18914
"경상남도","남자","39세",19785
"경상남도","남자","40세",21656.5
"경상남도","남자","41세",24518.5
"경상남도","남자","42세",26382.5
"경상남도","남자","43세",27219.5
"경상남도","남자","44세",27209.5
"경상남도","남자","45세",25570.5
"경상남도","남자","46세",24599.5
"경상남도","남자","47세",24780
"경상남도","남자","48세",25196.5
"경상남도","남자","49세",26982.5
"경상남도","남자","50세",28833
"경상남도","남자","51세",29515.5
"경상남도","남자","52세",30344.5
"경상남도","남자","53세",30971.5
"경상남도","남자","54세",31068.5
"경상남도","남자","55세",31031.5
"경상남도","남자","56세",29778
"경상남도","남자","57세",28799.5
"경상남도","남자","58세",28548.5
"경상남도","남자","59세",27561.5
"경상남도","남자","60세",26457
"경상남도","남자","61세",28315.5
"경상남도","남자","62세",30712.5
"경상남도","남자","63세",31080.5
"경상남도","남자","64세",29457
"경상남도","남자","65세",26875.5
"경상남도","남자","66세",25746.5
"경상남도","남자","67세",24064
"경상남도","남자","68세",22740.5
"경상남도","남자","69세",21320
"경상남도","남자","70세",17942
"경상남도","남자","71세",16953.5
"경상남도","남자","72세",15774
"경상남도","남자","73세",13389
"경상남도","남자","74세",13141.5
"경상남도","남자","75세",13025.5
"경상남도","남자","76세",12163
"경상남도","남자","77세",10262.5
"경상남도","남자","78세",8130.5
"경상남도","남자","79세",7546
"경상남도","남자","80세 이상",51834
"경상남도","남자","80세",7519
"경상남도","남자","81세",7470
"경상남도","남자","82세",7023
"경상남도","남자","83세",5807
"경상남도","남자","84세",4927
"경상남도","남자","85세 이상",19088
"경상남도","남자","85세",4188
"경상남도","남자","86세",3463.5
"경상남도","남자","87세",2899.5
"경상남도","남자","88세",2350
"경상남도","남자","89세",1839
"경상남도","남자","90세",1343.5
"경상남도","남자","91세",957
"경상남도","남자","92세",661
"경상남도","남자","93세",456
"경상남도","남자","94세",339
"경상남도","남자","95세",228.5
"경상남도","남자","96세",138.5
"경상남도","남자","97세",87
"경상남도","남자","98세",49
"경상남도","남자","99세",32
"경상남도","남자","100세 이상",56.5
"경상남도","여자","계",1603789.5
"경상남도","여자","0세",6228
"경상남도","여자","1세",6742.5
"경상남도","여자","2세",7267
"경상남도","여자","3세",7816
"경상남도","여자","4세",8805
"경상남도","여자","5세",9890
"경상남도","여자","6세",10928
"경상남도","여자","7세",12418.5
"경상남도","여자","8세",14013
"경상남도","여자","9세",14624
"경상남도","여자","10세",14630
"경상남도","여자","11세",15506
"경상남도","여자","12세",16226
"경상남도","여자","13세",15910.5
"경상남도","여자","14세",15267
"경상남도","여자","15세",15253.5
"경상남도","여자","16세",16079
"경상남도","여자","17세",15469
"경상남도","여자","18세",14127.5
"경상남도","여자","19세",13160
"경상남도","여자","20세",12696
"경상남도","여자","21세",12354
"경상남도","여자","22세",12668
"경상남도","여자","23세",13594
"경상남도","여자","24세",13894.5
"경상남도","여자","25세",13567.5
"경상남도","여자","26세",13892
"경상남도","여자","27세",14400.5
"경상남도","여자","28세",14770
"경상남도","여자","29세",15228.5
"경상남도","여자","30세",15582
"경상남도","여자","31세",15976.5
"경상남도","여자","32세",16308
"경상남도","여자","33세",15607.5
"경상남도","여자","34세",15223.5
"경상남도","여자","35세",15590
"경상남도","여자","36세",16045
"경상남도","여자","37세",16522.5
"경상남도","여자","38세",17274.5
"경상남도","여자","39세",18557
"경상남도","여자","40세",20549
"경상남도","여자","41세",23316.5
"경상남도","여자","42세",25065
"경상남도","여자","43세",25714.5
"경상남도","여자","44세",25684
"경상남도","여자","45세",23870.5
"경상남도","여자","46세",23218.5
"경상남도","여자","47세",23626
"경상남도","여자","48세",24046
"경상남도","여자","49세",25739
"경상남도","여자","50세",27647
"경상남도","여자","51세",27992
"경상남도","여자","52세",28304.5
"경상남도","여자","53세",29355
"경상남도","여자","54세",29798.5
"경상남도","여자","55세",30261.5
"경상남도","여자","56세",29758
"경상남도","여자","57세",27501
"경상남도","여자","58세",26918
"경상남도","여자","59세",27018.5
"경상남도","여자","60세",25239
"경상남도","여자","61세",26902.5
"경상남도","여자","62세",30368
"경상남도","여자","63세",31518
"경상남도","여자","64세",29650.5
"경상남도","여자","65세",26563.5
"경상남도","여자","66세",25435.5
"경상남도","여자","67세",24461.5
"경상남도","여자","68세",23981
"경상남도","여자","69세",22278.5
"경상남도","여자","70세",18723
"경상남도","여자","71세",18446
"경상남도","여자","72세",17304
"경상남도","여자","73세",15029
"경상남도","여자","74세",14966
"경상남도","여자","75세",15046.5
"경상남도","여자","76세",14630.5
"경상남도","여자","77세",12783.5
"경상남도","여자","78세",10431
"경상남도","여자","79세",10645.5
"경상남도","여자","80세 이상",113891.5
"경상남도","여자","80세",11626
"경상남도","여자","81세",12570.5
"경상남도","여자","82세",12535.5
"경상남도","여자","83세",11133.5
"경상남도","여자","84세",10335.5
"경상남도","여자","85세 이상",55690.5
"경상남도","여자","85세",9367
"경상남도","여자","86세",8238
"경상남도","여자","87세",7432.5
